file,Has Metadata record
0243.01.0010.01,Yes
0243.01.0010.02,Yes
0243.01.0011.01,Yes
0243.01.0011.02,Yes
0243.01.0012,Yes
0243.01.0013,Yes
0243.01.0014.01,Yes
0243.01.0014.02,Yes
0243.01.0015.01,Yes
0243.01.0015.02,Yes
0243.01.0016.01,Yes
0243.01.0016.02,Yes
0243.01.0017,Yes
0243.01.0018.01,Yes
0243.01.0018.02,Yes
0243.01.0019.01,Yes
0243.01.0019.02,Yes
0243.01.0020.01,Yes
0243.01.0020.02,Yes
0243.01.0021.01,Yes
0243.01.0021.02,Yes
0243.01.0022.01,Yes
0243.01.0022.02,Yes
0243.01.0023,Yes
0243.01.0024,Yes
0243.01.0025,Yes
0243.01.0026.02,Yes
0243.01.0026,Yes
0243.01.0027,Yes
0243.01.0028.01,Yes
0243.01.0028.02,Yes
0243.01.0029.01,Yes
0243.01.0029.02,Yes
0243.01.0030.01,Yes
0243.01.0030.02,Yes
0243.01.0031,Yes
0243.01.0032,Yes
0243.01.0033,Yes
0243.01.0034,Yes
0243.01.0035,Yes
0243.01.0036.01,Yes
0243.01.0036.02,Yes
0243.01.0037.01,Yes
0243.01.0037.02,Yes
0243.01.0038,Yes
0243.01.0039,Yes
0243.01.0040.01,Yes
0243.01.0040.02,Yes
0243.01.0041,Yes
0243.01.0042.01,Yes
0243.01.0042.02,Yes
0243.01.0043.01,Yes
0243.01.0043.02,Yes
0243.01.0044.01,Yes
0243.01.0044.02,Yes
0243.01.0045.01,Yes
0243.01.0045.02,Yes
0244.01.0021.01,Yes
0244.01.0021.02,Yes
0261.01.0179,Yes
0261.01.0288,Yes
0261.01.0313.01,Yes
0261.01.0313.02,Yes
0261.02.0006.01,Yes
0261.02.0006.02,Yes
0261.02.0006.03,Yes
0261.02.0006.04,Yes
0261.02.0006.05,Yes
0261.02.0006.06,Yes
0261.02.0006.07,Yes
0261.02.0006.08,Yes
0261.02.0006.09,Yes
0261.02.0006.10,Yes
0261.02.0006.11,Yes
0261.02.0006.12,Yes
0261.02.0006.13,Yes
0261.02.0006.14,Yes
0261.02.0006.15,Yes
0261.02.0006.16,Yes
0261.02.0006.17,Yes
0261.02.0006.18,Yes
0261.02.0006.19,Yes
0261.02.0006.20,Yes
0261.02.0006.21,Yes
0261.02.0007.01,Yes
0261.02.0007.02,Yes
0261.02.0007.03,Yes
0261.02.0007.98,Yes
0261.02.0007.99,Yes
0261.02.0008.01,Yes
0261.02.0008.02,Yes
0261.02.0008.03,Yes
0261.02.0008.98,Yes
0261.02.0008.99,Yes
0261.02.0009.01,Yes
0261.02.0009.02,Yes
0261.02.0010.01,Yes
0261.02.0010.02,Yes
0261.02.0010.03,Yes
0261.02.0010.04,Yes
0261.02.0010.96,Yes
0261.02.0010.97,Yes
0261.02.0010.98,Yes
0261.02.0010.99,Yes
0261.02.0011.01,Yes
0261.02.0011.02,Yes
0261.02.0011.98,Yes
0261.02.0011.99,Yes
0261.03.0001.01,Yes
0261.03.0001.02,Yes
0261.03.0001.03,Yes
0261.03.0001.04,Yes
0261.03.0001.05,Yes
0261.03.0001.06,Yes
0261.03.0001.07,Yes
0261.03.0001.08,Yes
0261.03.0001.09,Yes
0261.03.0001.10,Yes
0261.03.0001.11,Yes
0261.03.0001.12,Yes
0261.03.0001.13,Yes
0261.03.0001.14,Yes
0261.03.0001.15,Yes
0261.03.0001.16,Yes
0261.03.0001.17,Yes
0261.03.0001.18,Yes
0261.03.0001.19,Yes
0261.03.0001.20,Yes
0261.03.0001.21,Yes
0261.03.0002.01,Yes
0261.03.0002.02,Yes
0261.03.0002.03,Yes
0261.03.0002.04,Yes
0261.03.0002.05,Yes
0261.03.0002.06,Yes
0261.03.0002.07,Yes
0261.03.0002.08,Yes
0261.03.0002.09,Yes
0261.03.0002.10,Yes
0261.03.0002.11,Yes
0261.03.0002.12,Yes
0261.03.0002.13,Yes
0261.03.0002.14,Yes
0261.03.0002.15,Yes
0261.03.0002.16,Yes
0261.03.0002.17,Yes
0261.03.0002.18,Yes
0261.03.0002.19,Yes
0261.03.0002.20,Yes
0261.03.0002.21,Yes
0261.03.0002.22,Yes
0261.03.0002.23,Yes
0261.03.0002.24,Yes
0261.03.0002.25,Yes
0261.03.0002.26,Yes
0261.03.0002.27,Yes
0261.03.0002.28,Yes
0261.03.0002.29,Yes
0261.03.0002.30,Yes
0261.03.0002.31,Yes
0261.03.0002.32,Yes
0261.03.0002.33,Yes
0261.03.0002.34,Yes
0261.03.0002.35,Yes
0261.03.0002.36,Yes
0261.03.0002.37,Yes
0261.03.0002.38,Yes
0261.03.0002.39,Yes
0261.03.0002.40,Yes
0261.03.0002.41,Yes
0261.03.0002.42,Yes
0261.03.0003.01,Yes
0261.03.0003.02,Yes
0261.03.0003.03,Yes
0261.03.0003.04,Yes
0261.03.0003.05,Yes
0261.03.0003.06,Yes
0261.03.0003.07,Yes
0261.03.0003.08,Yes
0261.03.0003.09,Yes
0261.03.0003.10,Yes
0261.03.0003.11,Yes
0261.03.0003.12,Yes
0261.03.0003.13,Yes
0261.03.0003.14,Yes
0261.03.0003.15,Yes
0261.03.0003.16,Yes
0261.03.0003.17,Yes
0261.03.0003.18,Yes
0261.03.0003.19,Yes
0261.03.0003.20,Yes
0261.03.0003.21,Yes
0261.03.0003.22,Yes
0261.03.0003.23,Yes
0261.03.0003.24,Yes
0261.03.0003.25,Yes
0261.03.0003.26,Yes
0261.03.0003.27,Yes
0261.03.0003.28,Yes
0261.03.0003.29,Yes
0261.03.0003.30,Yes
0261.03.0003.31,Yes
0261.03.0003.32,Yes
0261.03.0003.33,Yes
0261.03.0003.34,Yes
0261.03.0003.35,Yes
0261.03.0003.36,Yes
0261.03.0003.37,Yes
0261.03.0003.38,Yes
0261.03.0003.39,Yes
0261.03.0003.40,Yes
0261.03.0003.41,Yes
0261.03.0003.42,Yes
0261.03.0003.43,Yes
0261.03.0004.01,Yes
0261.03.0004.02,Yes
0261.03.0004.03,Yes
0261.03.0004.04,Yes
0261.03.0004.05,Yes
0261.03.0004.06,Yes
0261.03.0004.07,Yes
0261.03.0004.08,Yes
0261.03.0004.09,Yes
0261.03.0004.10,Yes
0261.03.0004.11,Yes
0261.03.0004.12,Yes
0261.03.0004.13,Yes
0261.03.0004.14,Yes
0261.03.0004.15,Yes
0261.03.0004.16,Yes
0261.03.0004.17,Yes
0261.03.0004.18,Yes
0261.03.0004.19,Yes
0261.03.0004.20,Yes
0261.03.0004.21,Yes
0261.03.0004.22,Yes
0261.03.0004.23,Yes
0261.03.0004.24,Yes
0261.03.0004.25,Yes
0261.03.0004.26,Yes
0261.03.0004.27,Yes
0261.03.0004.28,Yes
0261.03.0004.29,Yes
0261.03.0004.30,Yes
0261.03.0004.31,Yes
0261.03.0004.32,Yes
0261.03.0004.33,Yes
0261.03.0004.34,Yes
0261.03.0004.35,Yes
0261.03.0004.36,Yes
0261.03.0004.37,Yes
0261.03.0004.38,Yes
0261.03.0004.39,Yes
0261.03.0004.40,Yes
0261.03.0004.41,Yes
0261.03.0004.42,Yes
0261.03.0004.43,Yes
0261.03.0005.01,Yes
0261.03.0005.02,Yes
0261.03.0005.03,Yes
0261.03.0005.04,Yes
0261.03.0005.05,Yes
0261.03.0005.06,Yes
0261.03.0005.07,Yes
0261.03.0005.08,Yes
0261.03.0005.09,Yes
0261.03.0005.10,Yes
0261.03.0005.11,Yes
0261.03.0005.12,Yes
0261.03.0005.13,Yes
0261.03.0005.14,Yes
0261.03.0005.15,Yes
0261.03.0005.16,Yes
0261.03.0005.17,Yes
0261.03.0005.18,Yes
0261.03.0005.19,Yes
0261.03.0005.20,Yes
0261.03.0005.21,Yes
0261.03.0005.22,Yes
0261.03.0005.23,Yes
0261.03.0005.24,Yes
0261.03.0005.25,Yes
0261.03.0005.26,Yes
0261.03.0005.27,Yes
0261.03.0005.28,Yes
0261.03.0005.29,Yes
0261.03.0005.30,Yes
0261.03.0005.31,Yes
0261.03.0005.32,Yes
0261.03.0005.33,Yes
0261.03.0005.34,Yes
0261.03.0005.35,Yes
0261.03.0005.36,Yes
0261.03.0005.37,Yes
0261.03.0005.38,Yes
0261.03.0005.39,Yes
0261.03.0005.40,Yes
0261.03.0005.41,Yes
0261.03.0005.42,Yes
0261.03.0005.43,Yes
0261.03.0005.44,Yes
0261.03.0005.45,Yes
0261.03.0005.46,Yes
0261.03.0005.47,Yes
0261.03.0005.48,Yes
0261.03.0005.49,Yes
0261.03.0005.50,Yes
0261.03.0005.51,Yes
0261.03.0005.52,Yes
0261.03.0005.53,Yes
0261.03.0005.54,Yes
0261.03.0005.55,Yes
0261.03.0005.56,Yes
0261.03.0005.57,Yes
0261.03.0005.58,Yes
0261.03.0006.01,Yes
0261.03.0006.02,Yes
0261.03.0006.03,Yes
0261.03.0006.04,Yes
0261.03.0006.05,Yes
0261.03.0006.06,Yes
0261.03.0006.07,Yes
0261.03.0006.08,Yes
0261.03.0006.09,Yes
0261.03.0006.10,Yes
0261.03.0006.11,Yes
0261.03.0006.12,Yes
0261.03.0006.13,Yes
0261.03.0006.14,Yes
0261.03.0006.15,Yes
0261.03.0006.16,Yes
0261.03.0006.17,Yes
0261.03.0006.18,Yes
0261.03.0006.19,Yes
0261.03.0006.20,Yes
0261.03.0006.21,Yes
0261.03.0006.22,Yes
0261.03.0006.23,Yes
0261.03.0006.24,Yes
0261.03.0006.25,Yes
0261.03.0006.26,Yes
0261.03.0006.27,Yes
0261.03.0006.28,Yes
0261.03.0006.29,Yes
0261.03.0006.30,Yes
0261.03.0006.31,Yes
0261.03.0006.32,Yes
0261.03.0006.33,Yes
0261.03.0006.34,Yes
0261.03.0006.35,Yes
0261.03.0006.36,Yes
0261.03.0006.37,Yes
0261.03.0006.38,Yes
0261.03.0006.39,Yes
0261.03.0006.40,Yes
0261.03.0006.41,Yes
0261.03.0006.42,Yes
0261.03.0006.69,Yes
0261.03.0006.70,Yes
0261.03.0006.71,Yes
0261.03.0006.72,Yes
0261.03.0006.73,Yes
0261.03.0006.74,Yes
0261.03.0006.75,Yes
0261.03.0006.76,Yes
0261.03.0006.77,Yes
0261.03.0006.78,Yes
0261.03.0007.01,Yes
0261.03.0007.02,Yes
0261.03.0007.03,Yes
0261.03.0007.04,Yes
0261.03.0007.05,Yes
0261.03.0007.06,Yes
0261.03.0007.07,Yes
0261.03.0007.08,Yes
0261.03.0007.09,Yes
0261.03.0007.10,Yes
0261.03.0007.11,Yes
0261.03.0007.12,Yes
0261.03.0007.13,Yes
0261.03.0007.14,Yes
0261.03.0007.15,Yes
0261.03.0007.16,Yes
0261.03.0007.17,Yes
0261.03.0007.18,Yes
0261.03.0007.19,Yes
0261.03.0007.20,Yes
0261.03.0007.21,Yes
0261.03.0007.22,Yes
0261.03.0007.23,Yes
0261.03.0007.24,Yes
0261.03.0007.25,Yes
0261.03.0007.26,Yes
0261.03.0007.27,Yes
0261.03.0007.28,Yes
0261.03.0007.29,Yes
0261.03.0007.30,Yes
0261.03.0007.31,Yes
0261.03.0007.32,Yes
0261.03.0007.33,Yes
0261.03.0007.34,Yes
0261.03.0007.35,Yes
0261.03.0007.36,Yes
0261.03.0007.37,Yes
0261.03.0007.38,Yes
0261.03.0007.39,Yes
0261.03.0007.40,Yes
0261.03.0007.41,Yes
0261.03.0008.01,Yes
0261.03.0008.02,Yes
0261.03.0008.03,Yes
0261.03.0008.04,Yes
0261.03.0008.05,Yes
0261.03.0008.06,Yes
0261.03.0008.07,Yes
0261.03.0008.08,Yes
0261.03.0008.09,Yes
0261.03.0008.10,Yes
0261.03.0008.11,Yes
0261.03.0008.12,Yes
0261.03.0008.13,Yes
0261.03.0008.14,Yes
0261.03.0008.15,Yes
0261.03.0008.16,Yes
0261.03.0008.17,Yes
0261.03.0008.18,Yes
0261.03.0008.19,Yes
0261.03.0008.20,Yes
0261.03.0008.21,Yes
0261.03.0008.22,Yes
0261.03.0008.23,Yes
0261.03.0008.24,Yes
0261.03.0008.25,Yes
0261.03.0008.26,Yes
0261.03.0008.27,Yes
0261.03.0008.28,Yes
0261.03.0008.29,Yes
0261.03.0008.30,Yes
0261.03.0008.31,Yes
0261.03.0008.32,Yes
0261.03.0008.33,Yes
0261.03.0008.34,Yes
0261.03.0008.35,Yes
0261.03.0008.36,Yes
0261.03.0008.37,Yes
0261.03.0008.38,Yes
0261.03.0008.39,Yes
0261.03.0008.40,Yes
0261.03.0008.41,Yes
0261.03.0008.42,Yes
0261.03.0008.43,Yes
0261.03.0008.44,Yes
0261.03.0008.45,Yes
0261.03.0008.46,Yes
0261.03.0008.47,Yes
0261.03.0008.48,Yes
0261.03.0008.49,Yes
0261.03.0008.50,Yes
0261.03.0008.51,Yes
0261.03.0008.52,Yes
0261.03.0008.53,Yes
0261.03.0008.54,Yes
0261.03.0008.55,Yes
0261.03.0008.56,Yes
0261.03.0008.57,Yes
0261.03.0008.58,Yes
0261.03.0009.01,Yes
0261.03.0009.02,Yes
0261.03.0009.03,Yes
0261.03.0009.04,Yes
0261.03.0009.05,Yes
0261.03.0009.06,Yes
0261.03.0009.07,Yes
0261.03.0009.08,Yes
0261.03.0009.09,Yes
0261.03.0009.10,Yes
0261.03.0009.11,Yes
0261.03.0009.12,Yes
0261.03.0009.13,Yes
0261.03.0009.14,Yes
0261.03.0009.15,Yes
0261.03.0009.16,Yes
0261.03.0009.17,Yes
0261.03.0009.18,Yes
0261.03.0009.19,Yes
0261.03.0009.20,Yes
0261.03.0009.21,Yes
0261.03.0009.22,Yes
0261.03.0009.23,Yes
0261.03.0009.24,Yes
0261.03.0009.25,Yes
0261.03.0009.26,Yes
0261.03.0009.27,Yes
0261.03.0009.28,Yes
0261.03.0009.29,Yes
0261.03.0009.30,Yes
0261.03.0009.31,Yes
0261.03.0009.32,Yes
0261.03.0009.33,Yes
0261.03.0009.34,Yes
0261.03.0009.35,Yes
0261.03.0009.36,Yes
0261.03.0009.37,Yes
0261.03.0009.38,Yes
0261.03.0009.39,Yes
0261.03.0009.40,Yes
0261.03.0009.41,Yes
0261.03.0009.42,Yes
0261.03.0009.43,Yes
0261.03.0009.44,Yes
0261.03.0009.45,Yes
0261.03.0010.01,Yes
0261.03.0010.02,Yes
0261.03.0010.03,Yes
0261.03.0010.04,Yes
0261.03.0010.05,Yes
0261.03.0010.06,Yes
0261.03.0010.07,Yes
0261.03.0010.08,Yes
0261.03.0010.09,Yes
0261.03.0010.10,Yes
0261.03.0010.11,Yes
0261.03.0010.12,Yes
0261.03.0010.13,Yes
0261.03.0010.14,Yes
0261.03.0010.15,Yes
0261.03.0010.16,Yes
0261.03.0010.17,Yes
0261.03.0010.18,Yes
0261.03.0010.19,Yes
0261.03.0010.20,Yes
0261.03.0010.21,Yes
0261.03.0010.22,Yes
0261.03.0010.23,Yes
0261.03.0010.24,Yes
0261.03.0010.25,Yes
0261.03.0010.26,Yes
0261.03.0010.27,Yes
0261.03.0010.28,Yes
0261.03.0010.29,Yes
0261.03.0010.30,Yes
0261.03.0010.31,Yes
0261.03.0010.32,Yes
0261.03.0010.33,Yes
0261.03.0010.34,Yes
0261.03.0010.35,Yes
0261.03.0010.36,Yes
0261.03.0010.37,Yes
0261.03.0010.38,Yes
0261.03.0010.39,Yes
0261.03.0010.40,Yes
0261.03.0010.41,Yes
0261.03.0010.42,Yes
0261.03.0010.43,Yes
0261.03.0010.44,Yes
0261.03.0010.45,Yes
0261.03.0010.46,Yes
0261.03.0010.47,Yes
0261.03.0010.48,Yes
0261.03.0010.49,Yes
0261.03.0010.50,Yes
0261.03.0010.51,Yes
0261.03.0010.52,Yes
0261.03.0010.53,Yes
0261.03.0010.54,Yes
0261.03.0010.55,Yes
0261.03.0010.56,Yes
0261.03.0010.57,Yes
0261.03.0010.58,Yes
0261.03.0010.59,Yes
0261.03.0010.60,Yes
0261.03.0011.01,Yes
0261.03.0011.02,Yes
0261.03.0011.03,Yes
0261.03.0011.04,Yes
0261.03.0011.05,Yes
0261.03.0011.06,Yes
0261.03.0011.07,Yes
0261.03.0011.08,Yes
0261.03.0011.09,Yes
0261.03.0011.10,Yes
0261.03.0011.100,Yes
0261.03.0011.101,Yes
0261.03.0011.102,Yes
0261.03.0011.103,Yes
0261.03.0011.104,Yes
0261.03.0011.105,Yes
0261.03.0011.106,Yes
0261.03.0011.107,Yes
0261.03.0011.108,Yes
0261.03.0011.109,Yes
0261.03.0011.11,Yes
0261.03.0011.110,Yes
0261.03.0011.111,Yes
0261.03.0011.112,Yes
0261.03.0011.113,Yes
0261.03.0011.114,Yes
0261.03.0011.115,Yes
0261.03.0011.116,Yes
0261.03.0011.117,Yes
0261.03.0011.118,Yes
0261.03.0011.119,Yes
0261.03.0011.12,Yes
0261.03.0011.120,Yes
0261.03.0011.121,Yes
0261.03.0011.122,Yes
0261.03.0011.123,Yes
0261.03.0011.124,Yes
0261.03.0011.125,Yes
0261.03.0011.126,Yes
0261.03.0011.127,Yes
0261.03.0011.128,Yes
0261.03.0011.129,Yes
0261.03.0011.13,Yes
0261.03.0011.130,Yes
0261.03.0011.131,Yes
0261.03.0011.132,Yes
0261.03.0011.133,Yes
0261.03.0011.134,Yes
0261.03.0011.135,Yes
0261.03.0011.136,Yes
0261.03.0011.137,Yes
0261.03.0011.138,Yes
0261.03.0011.139,Yes
0261.03.0011.14,Yes
0261.03.0011.140,Yes
0261.03.0011.141,Yes
0261.03.0011.142,Yes
0261.03.0011.143,Yes
0261.03.0011.15,Yes
0261.03.0011.16,Yes
0261.03.0011.17,Yes
0261.03.0011.18,Yes
0261.03.0011.19,Yes
0261.03.0011.20,Yes
0261.03.0011.21,Yes
0261.03.0011.22,Yes
0261.03.0011.23,Yes
0261.03.0011.24,Yes
0261.03.0011.25,Yes
0261.03.0011.26,Yes
0261.03.0011.27,Yes
0261.03.0011.28,Yes
0261.03.0011.29,Yes
0261.03.0011.30,Yes
0261.03.0011.31,Yes
0261.03.0011.32,Yes
0261.03.0011.33,Yes
0261.03.0011.34,Yes
0261.03.0011.35,Yes
0261.03.0011.36,Yes
0261.03.0011.37,Yes
0261.03.0011.38,Yes
0261.03.0011.39,Yes
0261.03.0011.40,Yes
0261.03.0011.41,Yes
0261.03.0011.42,Yes
0261.03.0011.43,Yes
0261.03.0011.44,Yes
0261.03.0011.45,Yes
0261.03.0011.46,Yes
0261.03.0011.47,Yes
0261.03.0011.48,Yes
0261.03.0011.49,Yes
0261.03.0011.50,Yes
0261.03.0011.51,Yes
0261.03.0011.52,Yes
0261.03.0011.53,Yes
0261.03.0011.54,Yes
0261.03.0011.55,Yes
0261.03.0011.56,Yes
0261.03.0011.57,Yes
0261.03.0011.58,Yes
0261.03.0011.59,Yes
0261.03.0011.60,Yes
0261.03.0011.61,Yes
0261.03.0011.62,Yes
0261.03.0011.63,Yes
0261.03.0011.64,Yes
0261.03.0011.65,Yes
0261.03.0011.66,Yes
0261.03.0011.67,Yes
0261.03.0011.68,Yes
0261.03.0011.69,Yes
0261.03.0011.70,Yes
0261.03.0011.71,Yes
0261.03.0011.72,Yes
0261.03.0011.73,Yes
0261.03.0011.74,Yes
0261.03.0011.75,Yes
0261.03.0011.76,Yes
0261.03.0011.77,Yes
0261.03.0011.78,Yes
0261.03.0011.79,Yes
0261.03.0011.80,Yes
0261.03.0011.81,Yes
0261.03.0011.82,Yes
0261.03.0011.83,Yes
0261.03.0011.84,Yes
0261.03.0011.85,Yes
0261.03.0011.86,Yes
0261.03.0011.87,Yes
0261.03.0011.88,Yes
0261.03.0011.89,Yes
0261.03.0011.90,Yes
0261.03.0011.91,Yes
0261.03.0011.92,Yes
0261.03.0011.93,Yes
0261.03.0011.94,Yes
0261.03.0011.95,Yes
0261.03.0011.96,Yes
0261.03.0011.97,Yes
0261.03.0011.98,Yes
0261.03.0011.99,Yes
0261.03.0012.01,Yes
0261.03.0012.02,Yes
0261.03.0012.03,Yes
0261.03.0012.04,Yes
0261.03.0012.05,Yes
0261.03.0012.06,Yes
0261.03.0012.07,Yes
0261.03.0012.08,Yes
0261.03.0012.09,Yes
0261.03.0012.10,Yes
0261.03.0012.11,Yes
0261.03.0012.12,Yes
0261.03.0012.13,Yes
0261.03.0012.14,Yes
0261.03.0012.15,Yes
0261.03.0012.16,Yes
0261.03.0012.17,Yes
0261.03.0012.18,Yes
0261.03.0012.19,Yes
0261.03.0012.20,Yes
0261.03.0012.21,Yes
0261.03.0012.22,Yes
0261.03.0012.23,Yes
0261.03.0012.24,Yes
0261.03.0012.25,Yes
0261.03.0012.26,Yes
0261.03.0012.27,Yes
0261.03.0012.28,Yes
0261.03.0012.29,Yes
0261.03.0012.30,Yes
0261.03.0012.31,Yes
0261.03.0012.32,Yes
0261.03.0012.33,Yes
0261.03.0012.34,Yes
0261.03.0012.35,Yes
0261.03.0012.36,Yes
0261.03.0012.37,Yes
0261.03.0012.38,Yes
0261.03.0012.39,Yes
0261.03.0012.40,Yes
0261.03.0012.41,Yes
0261.03.0012.42,Yes
0261.03.0012.43,Yes
0261.03.0012.44,Yes
0261.03.0012.45,Yes
0261.03.0012.46,Yes
0261.03.0012.47,Yes
0261.03.0012.48,Yes
0261.03.0013.01,Yes
0261.03.0013.02,Yes
0261.03.0013.03,Yes
0261.03.0013.04,Yes
0261.03.0013.05,Yes
0261.03.0013.06,Yes
0261.03.0013.07,Yes
0261.03.0013.08,Yes
0261.03.0013.09,Yes
0261.03.0013.10,Yes
0261.03.0013.100,Yes
0261.03.0013.101,Yes
0261.03.0013.102,Yes
0261.03.0013.103,Yes
0261.03.0013.104,Yes
0261.03.0013.105,Yes
0261.03.0013.106,Yes
0261.03.0013.107,Yes
0261.03.0013.108,Yes
0261.03.0013.109,Yes
0261.03.0013.11,Yes
0261.03.0013.110,Yes
0261.03.0013.111,Yes
0261.03.0013.112,Yes
0261.03.0013.113,Yes
0261.03.0013.114,Yes
0261.03.0013.115,Yes
0261.03.0013.116,Yes
0261.03.0013.117,Yes
0261.03.0013.118,Yes
0261.03.0013.119,Yes
0261.03.0013.12,Yes
0261.03.0013.120,Yes
0261.03.0013.121,Yes
0261.03.0013.122,Yes
0261.03.0013.123,Yes
0261.03.0013.124,Yes
0261.03.0013.125,Yes
0261.03.0013.126,Yes
0261.03.0013.127,Yes
0261.03.0013.128,Yes
0261.03.0013.129,Yes
0261.03.0013.13,Yes
0261.03.0013.130,Yes
0261.03.0013.131,Yes
0261.03.0013.132,Yes
0261.03.0013.133,Yes
0261.03.0013.134,Yes
0261.03.0013.135,Yes
0261.03.0013.136,Yes
0261.03.0013.137,Yes
0261.03.0013.138,Yes
0261.03.0013.139,Yes
0261.03.0013.14,Yes
0261.03.0013.140,Yes
0261.03.0013.141,Yes
0261.03.0013.142,Yes
0261.03.0013.143,Yes
0261.03.0013.15,Yes
0261.03.0013.16,Yes
0261.03.0013.17,Yes
0261.03.0013.18,Yes
0261.03.0013.19,Yes
0261.03.0013.20,Yes
0261.03.0013.21,Yes
0261.03.0013.22,Yes
0261.03.0013.23,Yes
0261.03.0013.24,Yes
0261.03.0013.25,Yes
0261.03.0013.26,Yes
0261.03.0013.27,Yes
0261.03.0013.28,Yes
0261.03.0013.29,Yes
0261.03.0013.30,Yes
0261.03.0013.31,Yes
0261.03.0013.32,Yes
0261.03.0013.33,Yes
0261.03.0013.34,Yes
0261.03.0013.35,Yes
0261.03.0013.36,Yes
0261.03.0013.37,Yes
0261.03.0013.38,Yes
0261.03.0013.39,Yes
0261.03.0013.40,Yes
0261.03.0013.41,Yes
0261.03.0013.42,Yes
0261.03.0013.43,Yes
0261.03.0013.44,Yes
0261.03.0013.45,Yes
0261.03.0013.46,Yes
0261.03.0013.47,Yes
0261.03.0013.48,Yes
0261.03.0013.49,Yes
0261.03.0013.50,Yes
0261.03.0013.51,Yes
0261.03.0013.52,Yes
0261.03.0013.53,Yes
0261.03.0013.54,Yes
0261.03.0013.55,Yes
0261.03.0013.56,Yes
0261.03.0013.57,Yes
0261.03.0013.58,Yes
0261.03.0013.59,Yes
0261.03.0013.60,Yes
0261.03.0013.61,Yes
0261.03.0013.62,Yes
0261.03.0013.63,Yes
0261.03.0013.64,Yes
0261.03.0013.65,Yes
0261.03.0013.66,Yes
0261.03.0013.67,Yes
0261.03.0013.68,Yes
0261.03.0013.69,Yes
0261.03.0013.70,Yes
0261.03.0013.71,Yes
0261.03.0013.72,Yes
0261.03.0013.73,Yes
0261.03.0013.74,Yes
0261.03.0013.75,Yes
0261.03.0013.76,Yes
0261.03.0013.77,Yes
0261.03.0013.78,Yes
0261.03.0013.79,Yes
0261.03.0013.80,Yes
0261.03.0013.81,Yes
0261.03.0013.82,Yes
0261.03.0013.83,Yes
0261.03.0013.84,Yes
0261.03.0013.85,Yes
0261.03.0013.86,Yes
0261.03.0013.87,Yes
0261.03.0013.88,Yes
0261.03.0013.89,Yes
0261.03.0013.90,Yes
0261.03.0013.91,Yes
0261.03.0013.92,Yes
0261.03.0013.93,Yes
0261.03.0013.94,Yes
0261.03.0013.95,Yes
0261.03.0013.96,Yes
0261.03.0013.97,Yes
0261.03.0013.98,Yes
0261.03.0013.99,Yes
0261.03.0014.01,Yes
0261.03.0014.02,Yes
0261.03.0014.03,Yes
0261.03.0014.04,Yes
0261.03.0014.05,Yes
0261.03.0014.06,Yes
0261.03.0014.07,Yes
0261.03.0014.08,Yes
0261.03.0014.09,Yes
0261.03.0014.10,Yes
0261.03.0014.11,Yes
0261.03.0014.12,Yes
0261.03.0014.13,Yes
0261.03.0014.14,Yes
0261.03.0014.15,Yes
0261.03.0014.16,Yes
0261.03.0014.17,Yes
0261.03.0014.18,Yes
0261.03.0014.19,Yes
0261.03.0014.20,Yes
0261.03.0014.21,Yes
0261.03.0014.22,Yes
0261.03.0014.23,Yes
0261.03.0014.24,Yes
0261.03.0014.25,Yes
0261.03.0014.26,Yes
0261.03.0014.27,Yes
0261.03.0014.28,Yes
0261.03.0014.29,Yes
0261.03.0014.30,Yes
0261.03.0014.31,Yes
0261.03.0014.32,Yes
0261.03.0014.33,Yes
0261.03.0014.34,Yes
0261.03.0014.35,Yes
0261.03.0014.36,Yes
0261.03.0014.37,Yes
0261.03.0014.38,Yes
0261.03.0014.39,Yes
0261.03.0014.40,Yes
0261.03.0014.41,Yes
0261.03.0014.42,Yes
0261.03.0014.43,Yes
0261.03.0014.44,Yes
0261.03.0014.45,Yes
0261.03.0014.46,Yes
0261.03.0014.47,Yes
0261.03.0014.48,Yes
0261.03.0014.49,Yes
0261.03.0014.50,Yes
0261.03.0014.51,Yes
0261.03.0014.52,Yes
0261.03.0014.53,Yes
0261.03.0014.54,Yes
0261.03.0014.55,Yes
0261.03.0014.56,Yes
0261.03.0014.57,Yes
0261.03.0014.58,Yes
0261.03.0014.59,Yes
0261.03.0014.60,Yes
0261.03.0014.61,Yes
0261.03.0014.62,Yes
0261.03.0014.63,Yes
0261.03.0014.64,Yes
0261.03.0015.01,Yes
0261.03.0015.02,Yes
0261.03.0015.03,Yes
0261.03.0015.04,Yes
0261.03.0015.05,Yes
0261.03.0015.06,Yes
0261.03.0015.07,Yes
0261.03.0015.08,Yes
0261.03.0015.09,Yes
0261.03.0015.10,Yes
0261.03.0015.11,Yes
0261.03.0015.12,Yes
0261.03.0015.13,Yes
0261.03.0015.14,Yes
0261.03.0015.15,Yes
0261.03.0015.16,Yes
0261.03.0015.17,Yes
0261.03.0015.18,Yes
0261.03.0015.19,Yes
0261.03.0015.20,Yes
0261.03.0015.21,Yes
0261.03.0015.22,Yes
0261.03.0015.23,Yes
0261.03.0015.24,Yes
0261.03.0015.25,Yes
0261.03.0015.26,Yes
0261.03.0015.27,Yes
0261.03.0015.28,Yes
0261.03.0015.29,Yes
0261.03.0015.30,Yes
0261.03.0015.31,Yes
0261.03.0015.32,Yes
