file,object,Has Metadata record,In Merritt
0118.04.0388,0118.04.0388,No,No
0118.04.0389,0118.04.0389,No,No
0118.04.0390.01,0118.04.0390,No,No
0118.04.0390.02,0118.04.0390,No,No
0118.04.0391.01,0118.04.0391,No,No
0118.04.0391.02,0118.04.0391,No,No
0118.04.0392,0118.04.0392,No,No
0118.04.0393,0118.04.0393,No,No
0118.04.0394,0118.04.0394,No,No
0118.04.0395,0118.04.0395,No,No
0118.04.0396,0118.04.0396,No,No
0118.04.0397,0118.04.0397,No,No
0118.04.0398,0118.04.0398,No,No
0118.04.0399,0118.04.0399,No,No
0118.04.0400,0118.04.0400,No,No
0118.04.0401,0118.04.0401,No,No
0118.04.0402.01,0118.04.0402,No,No
0118.04.0402.02,0118.04.0402,No,No
0118.04.0403,0118.04.0403,No,No
0118.04.0404,0118.04.0404,No,No
0118.04.0405,0118.04.0405,No,No
0118.04.0406,0118.04.0406,No,No
0118.04.0407,0118.04.0407,No,No
0118.04.0408,0118.04.0408,No,No
0118.04.0409,0118.04.0409,No,No
0118.04.0410,0118.04.0410,No,No
0118.04.0411,0118.04.0411,No,No
0118.04.0412,0118.04.0412,No,No
0118.04.0413,0118.04.0413,No,No
0118.04.0414,0118.04.0414,No,No
0118.04.0415,0118.04.0415,No,No
0118.04.0416,0118.04.0416,No,No
0118.04.0417,0118.04.0417,No,No
0118.04.0418,0118.04.0418,No,No
0118.04.0419,0118.04.0419,No,No
0118.04.0420,0118.04.0420,No,No
0118.04.0421,0118.04.0421,No,No
0118.04.0422,0118.04.0422,No,No
0118.04.0423.001,0118.04.0423,No,No
0118.04.0423.002,0118.04.0423,No,No
0118.04.0423.003,0118.04.0423,No,No
0118.04.0423.004,0118.04.0423,No,No
0118.04.0423.005,0118.04.0423,No,No
0118.04.0423.006,0118.04.0423,No,No
0118.04.0423.007,0118.04.0423,No,No
0118.04.0423.008,0118.04.0423,No,No
0118.04.0423.009,0118.04.0423,No,No
0118.04.0423.010,0118.04.0423,No,No
0118.04.0423.011,0118.04.0423,No,No
0118.04.0423.012,0118.04.0423,No,No
0118.04.0423.013,0118.04.0423,No,No
0118.04.0423.014,0118.04.0423,No,No
0118.04.0423.015,0118.04.0423,No,No
0118.04.0423.016,0118.04.0423,No,No
0118.04.0423.017,0118.04.0423,No,No
0118.04.0423.018,0118.04.0423,No,No
0118.04.0423.019,0118.04.0423,No,No
0118.04.0423.020,0118.04.0423,No,No
0118.04.0423.021,0118.04.0423,No,No
0118.04.0423.022,0118.04.0423,No,No
0118.04.0423.023,0118.04.0423,No,No
0118.04.0423.024,0118.04.0423,No,No
0118.04.0423.025,0118.04.0423,No,No
0118.04.0423.026,0118.04.0423,No,No
0118.04.0423.027,0118.04.0423,No,No
0118.04.0423.028,0118.04.0423,No,No
0118.04.0423.029,0118.04.0423,No,No
0118.04.0423.030,0118.04.0423,No,No
0118.04.0423.031,0118.04.0423,No,No
0118.04.0423.032,0118.04.0423,No,No
0118.04.0423.033,0118.04.0423,No,No
0118.04.0423.034,0118.04.0423,No,No
0118.04.0423.035,0118.04.0423,No,No
0118.04.0423.036,0118.04.0423,No,No
0118.04.0423.037,0118.04.0423,No,No
0118.04.0423.038,0118.04.0423,No,No
0118.04.0423.039,0118.04.0423,No,No
0118.04.0423.040,0118.04.0423,No,No
0118.04.0423.041,0118.04.0423,No,No
0118.04.0423.042,0118.04.0423,No,No
0118.04.0423.043,0118.04.0423,No,No
0118.04.0423.044,0118.04.0423,No,No
0118.04.0423.045,0118.04.0423,No,No
0118.04.0423.046,0118.04.0423,No,No
0118.04.0423.047,0118.04.0423,No,No
0118.04.0423.048,0118.04.0423,No,No
0118.04.0423.049,0118.04.0423,No,No
0118.04.0423.050,0118.04.0423,No,No
0118.04.0423.051,0118.04.0423,No,No
0118.04.0423.052,0118.04.0423,No,No
0118.04.0423.053,0118.04.0423,No,No
0118.04.0423.054,0118.04.0423,No,No
0118.04.0423.055,0118.04.0423,No,No
0118.04.0423.056,0118.04.0423,No,No
0118.04.0423.057,0118.04.0423,No,No
0118.04.0423.058,0118.04.0423,No,No
0118.04.0423.059,0118.04.0423,No,No
0118.04.0423.060,0118.04.0423,No,No
0118.04.0423.061,0118.04.0423,No,No
0118.04.0423.062,0118.04.0423,No,No
0118.04.0423.063,0118.04.0423,No,No
0118.04.0423.064,0118.04.0423,No,No
0118.04.0423.065,0118.04.0423,No,No
0118.04.0423.066,0118.04.0423,No,No
0118.04.0423.067,0118.04.0423,No,No
0118.04.0423.068,0118.04.0423,No,No
0118.04.0423.069,0118.04.0423,No,No
0118.04.0423.070,0118.04.0423,No,No
0118.04.0423.071,0118.04.0423,No,No
0118.04.0423.072,0118.04.0423,No,No
0118.04.0423.073,0118.04.0423,No,No
0118.04.0423.074,0118.04.0423,No,No
0118.04.0423.075,0118.04.0423,No,No
0118.04.0423.076,0118.04.0423,No,No
0118.04.0423.077,0118.04.0423,No,No
0118.04.0423.078,0118.04.0423,No,No
0118.04.0423.079,0118.04.0423,No,No
0118.04.0423.080,0118.04.0423,No,No
0118.04.0423.081,0118.04.0423,No,No
0118.04.0423.082,0118.04.0423,No,No
0118.04.0423.083,0118.04.0423,No,No
0118.04.0423.084,0118.04.0423,No,No
0118.04.0423.085,0118.04.0423,No,No
0118.04.0423.086,0118.04.0423,No,No
0118.04.0423.087,0118.04.0423,No,No
0118.04.0423.088,0118.04.0423,No,No
0118.04.0423.089,0118.04.0423,No,No
0118.04.0423.090,0118.04.0423,No,No
0118.04.0423.091,0118.04.0423,No,No
0118.04.0423.092,0118.04.0423,No,No
0118.04.0423.093,0118.04.0423,No,No
0118.04.0423.094,0118.04.0423,No,No
0118.04.0423.095,0118.04.0423,No,No
0118.04.0423.096,0118.04.0423,No,No
0118.04.0423.097,0118.04.0423,No,No
0118.04.0423.098,0118.04.0423,No,No
0118.04.0423.099,0118.04.0423,No,No
0118.04.0423.100,0118.04.0423,No,No
0118.04.0423.101,0118.04.0423,No,No
0118.04.0423.102,0118.04.0423,No,No
0118.04.0423.103,0118.04.0423,No,No
0118.04.0423.104,0118.04.0423,No,No
0118.04.0423.105,0118.04.0423,No,No
0118.04.0423.106,0118.04.0423,No,No
0118.04.0423.107,0118.04.0423,No,No
0122.02.0001.01,0122.02.0001,No,No
0122.02.0001.02,0122.02.0001,No,No
0122.02.0002.01,0122.02.0002,No,No
0122.02.0002.02,0122.02.0002,No,No
0122.02.0002.03,0122.02.0002,No,No
0122.02.0002.04,0122.02.0002,No,No
0122.02.0002.05,0122.02.0002,No,No
0122.02.0002.06,0122.02.0002,No,No
0122.02.0002.07,0122.02.0002,No,No
0122.02.0002.08,0122.02.0002,No,No
0122.02.0002.09,0122.02.0002,No,No
0122.02.0002.10,0122.02.0002,No,No
0122.02.0002.11,0122.02.0002,No,No
0122.02.0002.12,0122.02.0002,No,No
0122.02.0002.13,0122.02.0002,No,No
0122.02.0002.14,0122.02.0002,No,No
0122.02.0002.15,0122.02.0002,No,No
0122.02.0002.16,0122.02.0002,No,No
0122.02.0002.17,0122.02.0002,No,No
0122.02.0002.18,0122.02.0002,No,No
0122.02.0002.19,0122.02.0002,No,No
0122.02.0002.20,0122.02.0002,No,No
0122.02.0002.21,0122.02.0002,No,No
0122.02.0002.22,0122.02.0002,No,No
0122.02.0002.23,0122.02.0002,No,No
0122.02.0003.01,0122.02.0003,No,No
0122.02.0003.02,0122.02.0003,No,No
0122.02.0003.03,0122.02.0003,No,No
0122.02.0003.04,0122.02.0003,No,No
0122.02.0003.05,0122.02.0003,No,No
0122.02.0003.06,0122.02.0003,No,No
0122.02.0003.07,0122.02.0003,No,No
0122.02.0003.08,0122.02.0003,No,No
0122.02.0003.09,0122.02.0003,No,No
0122.02.0003.10,0122.02.0003,No,No
0122.02.0003.11,0122.02.0003,No,No
0122.02.0003.12,0122.02.0003,No,No
0122.02.0003.13,0122.02.0003,No,No
0122.02.0003.14,0122.02.0003,No,No
0122.02.0003.15,0122.02.0003,No,No
0122.02.0003.16,0122.02.0003,No,No
0122.02.0003.17,0122.02.0003,No,No
0122.02.0003.18,0122.02.0003,No,No
0122.02.0003.19,0122.02.0003,No,No
0122.02.0003.20,0122.02.0003,No,No
0122.02.0004.01,0122.02.0004,No,No
0122.02.0004.02,0122.02.0004,No,No
0122.02.0004.03,0122.02.0004,No,No
0122.02.0004.04,0122.02.0004,No,No
0122.02.0004.05,0122.02.0004,No,No
0122.02.0004.06,0122.02.0004,No,No
0122.02.0004.07,0122.02.0004,No,No
0122.02.0004.08,0122.02.0004,No,No
0122.02.0004.09,0122.02.0004,No,No
0122.02.0004.10,0122.02.0004,No,No
0122.02.0004.11,0122.02.0004,No,No
0122.02.0004.12,0122.02.0004,No,No
0122.02.0004.13,0122.02.0004,No,No
0122.02.0004.14,0122.02.0004,No,No
0122.02.0004.15,0122.02.0004,No,No
0122.02.0004.16,0122.02.0004,No,No
0122.02.0004.17,0122.02.0004,No,No
0122.02.0004.18,0122.02.0004,No,No
0122.02.0004.19,0122.02.0004,No,No
0122.02.0004.20,0122.02.0004,No,No
0122.02.0005.01,0122.02.0005,No,No
0122.02.0005.02,0122.02.0005,No,No
0122.02.0005.03,0122.02.0005,No,No
0122.02.0005.04,0122.02.0005,No,No
0122.02.0005.05,0122.02.0005,No,No
0122.02.0005.06,0122.02.0005,No,No
0122.02.0005.07,0122.02.0005,No,No
0122.02.0005.08,0122.02.0005,No,No
0122.02.0005.09,0122.02.0005,No,No
0122.02.0005.10,0122.02.0005,No,No
0122.02.0005.11,0122.02.0005,No,No
0122.02.0005.12,0122.02.0005,No,No
0122.02.0005.13,0122.02.0005,No,No
0122.02.0005.14,0122.02.0005,No,No
0122.02.0005.15,0122.02.0005,No,No
0122.02.0005.16,0122.02.0005,No,No
0122.02.0005.17,0122.02.0005,No,No
0122.02.0005.18,0122.02.0005,No,No
0122.02.0005.19,0122.02.0005,No,No
0122.02.0005.20,0122.02.0005,No,No
0122.02.0006.01,0122.02.0006,No,No
0122.02.0006.02,0122.02.0006,No,No
0122.02.0006.03,0122.02.0006,No,No
0122.02.0006.04,0122.02.0006,No,No
0122.02.0006.05,0122.02.0006,No,No
0122.02.0006.06,0122.02.0006,No,No
0122.02.0006.07,0122.02.0006,No,No
0122.02.0006.08,0122.02.0006,No,No
0122.02.0006.09,0122.02.0006,No,No
0122.02.0006.10,0122.02.0006,No,No
0122.02.0006.11,0122.02.0006,No,No
0122.02.0006.12,0122.02.0006,No,No
0122.02.0006.13,0122.02.0006,No,No
0122.02.0006.14,0122.02.0006,No,No
0122.02.0006.15,0122.02.0006,No,No
0122.02.0006.16,0122.02.0006,No,No
0122.02.0006.17,0122.02.0006,No,No
0122.02.0006.18,0122.02.0006,No,No
0122.02.0006.19,0122.02.0006,No,No
0122.02.0006.20,0122.02.0006,No,No
0122.02.0007.01,0122.02.0007,No,No
0122.02.0007.02,0122.02.0007,No,No
0122.02.0007.03,0122.02.0007,No,No
0122.02.0007.04,0122.02.0007,No,No
0122.02.0007.05,0122.02.0007,No,No
0122.02.0007.06,0122.02.0007,No,No
0122.02.0007.07,0122.02.0007,No,No
0122.02.0007.08,0122.02.0007,No,No
0122.02.0007.09,0122.02.0007,No,No
0122.02.0007.10,0122.02.0007,No,No
0122.02.0007.11,0122.02.0007,No,No
0122.02.0007.12,0122.02.0007,No,No
0122.02.0007.13,0122.02.0007,No,No
0122.02.0007.14,0122.02.0007,No,No
0122.02.0007.15,0122.02.0007,No,No
0122.02.0007.16,0122.02.0007,No,No
0122.02.0007.17,0122.02.0007,No,No
0122.02.0007.18,0122.02.0007,No,No
0122.02.0007.19,0122.02.0007,No,No
0122.02.0007.20,0122.02.0007,No,No
0122.02.0007.21,0122.02.0007,No,No
0122.02.0007.22,0122.02.0007,No,No
0122.02.0007.23,0122.02.0007,No,No
0122.02.0007.24,0122.02.0007,No,No
0122.02.0008.01,0122.02.0008,No,No
0122.02.0008.02,0122.02.0008,No,No
0122.02.0008.03,0122.02.0008,No,No
0122.02.0008.04,0122.02.0008,No,No
0122.02.0008.05,0122.02.0008,No,No
0122.02.0008.06,0122.02.0008,No,No
0122.02.0008.07,0122.02.0008,No,No
0122.02.0008.08,0122.02.0008,No,No
0122.02.0008.09,0122.02.0008,No,No
0122.02.0008.10,0122.02.0008,No,No
0122.02.0008.11,0122.02.0008,No,No
0122.02.0008.12,0122.02.0008,No,No
0122.02.0008.13,0122.02.0008,No,No
0122.02.0008.14,0122.02.0008,No,No
0122.02.0008.15,0122.02.0008,No,No
0122.02.0008.16,0122.02.0008,No,No
0122.02.0008.17,0122.02.0008,No,No
0122.02.0008.18,0122.02.0008,No,No
0122.02.0008.19,0122.02.0008,No,No
0122.02.0008.20,0122.02.0008,No,No
0122.02.0009.01,0122.02.0009,No,No
0122.02.0009.02,0122.02.0009,No,No
0122.02.0009.03,0122.02.0009,No,No
0122.02.0009.04,0122.02.0009,No,No
0122.02.0009.05,0122.02.0009,No,No
0122.02.0009.06,0122.02.0009,No,No
0122.02.0009.07,0122.02.0009,No,No
0122.02.0009.08,0122.02.0009,No,No
0122.02.0009.09,0122.02.0009,No,No
0122.02.0009.10,0122.02.0009,No,No
0122.02.0009.11,0122.02.0009,No,No
0122.02.0009.12,0122.02.0009,No,No
0122.02.0009.13,0122.02.0009,No,No
0122.02.0009.14,0122.02.0009,No,No
0122.02.0009.15,0122.02.0009,No,No
0122.02.0009.16,0122.02.0009,No,No
0122.02.0009.17,0122.02.0009,No,No
0122.02.0009.18,0122.02.0009,No,No
0122.02.0009.19,0122.02.0009,No,No
0122.02.0009.20,0122.02.0009,No,No
0122.02.0010.01,0122.02.0010,No,No
0122.02.0010.02,0122.02.0010,No,No
0122.02.0010.03,0122.02.0010,No,No
0122.02.0010.04,0122.02.0010,No,No
0122.02.0010.05,0122.02.0010,No,No
0122.02.0010.06,0122.02.0010,No,No
0122.02.0010.07,0122.02.0010,No,No
0122.02.0010.08,0122.02.0010,No,No
0122.02.0010.09,0122.02.0010,No,No
0122.02.0010.10,0122.02.0010,No,No
0122.02.0010.11,0122.02.0010,No,No
0122.02.0010.12,0122.02.0010,No,No
0122.02.0010.13,0122.02.0010,No,No
0122.02.0010.14,0122.02.0010,No,No
0122.02.0010.15,0122.02.0010,No,No
0122.02.0010.16,0122.02.0010,No,No
0122.02.0010.17,0122.02.0010,No,No
0122.02.0010.18,0122.02.0010,No,No
0122.02.0011.01,0122.02.0011,No,No
0122.02.0011.02,0122.02.0011,No,No
0122.02.0011.03,0122.02.0011,No,No
0122.02.0011.04,0122.02.0011,No,No
0122.02.0011.05,0122.02.0011,No,No
0122.02.0011.06,0122.02.0011,No,No
0122.02.0011.07,0122.02.0011,No,No
0122.02.0011.08,0122.02.0011,No,No
0122.02.0011.09,0122.02.0011,No,No
0122.02.0011.10,0122.02.0011,No,No
0122.02.0011.11,0122.02.0011,No,No
0122.02.0011.12,0122.02.0011,No,No
0122.02.0011.13,0122.02.0011,No,No
0122.02.0011.14,0122.02.0011,No,No
0122.02.0011.15,0122.02.0011,No,No
0122.02.0011.16,0122.02.0011,No,No
0122.02.0011.17,0122.02.0011,No,No
0122.02.0011.18,0122.02.0011,No,No
0122.02.0011.19,0122.02.0011,No,No
0122.02.0011.20,0122.02.0011,No,No
0122.02.0012.01,0122.02.0012,No,No
0122.02.0012.02,0122.02.0012,No,No
0122.02.0012.03,0122.02.0012,No,No
0122.02.0012.04,0122.02.0012,No,No
0122.02.0012.05,0122.02.0012,No,No
0122.02.0012.06,0122.02.0012,No,No
0122.02.0012.07,0122.02.0012,No,No
0122.02.0012.08,0122.02.0012,No,No
0122.02.0012.09,0122.02.0012,No,No
0122.02.0012.10,0122.02.0012,No,No
0122.02.0012.11,0122.02.0012,No,No
0122.02.0012.12,0122.02.0012,No,No
0122.02.0012.13,0122.02.0012,No,No
0122.02.0012.14,0122.02.0012,No,No
0122.02.0012.15,0122.02.0012,No,No
0122.02.0012.16,0122.02.0012,No,No
0122.02.0012.17,0122.02.0012,No,No
0122.02.0012.18,0122.02.0012,No,No
0122.02.0012.19,0122.02.0012,No,No
0122.02.0012.20,0122.02.0012,No,No
0122.02.0013.01,0122.02.0013,No,No
0122.02.0013.02,0122.02.0013,No,No
0122.02.0013.03,0122.02.0013,No,No
0122.02.0013.04,0122.02.0013,No,No
0122.02.0013.05,0122.02.0013,No,No
0122.02.0013.06,0122.02.0013,No,No
0122.02.0013.07,0122.02.0013,No,No
0122.02.0013.08,0122.02.0013,No,No
0122.02.0013.09,0122.02.0013,No,No
0122.02.0013.10,0122.02.0013,No,No
0122.02.0013.11,0122.02.0013,No,No
0122.02.0013.12,0122.02.0013,No,No
0122.02.0013.13,0122.02.0013,No,No
0122.02.0013.14,0122.02.0013,No,No
0122.02.0013.15,0122.02.0013,No,No
0122.02.0013.16,0122.02.0013,No,No
0122.02.0013.17,0122.02.0013,No,No
0122.02.0013.18,0122.02.0013,No,No
0122.02.0013.19,0122.02.0013,No,No
0122.02.0013.20,0122.02.0013,No,No
0122.02.0014.01,0122.02.0014,No,No
0122.02.0014.02,0122.02.0014,No,No
0122.02.0014.03,0122.02.0014,No,No
0122.02.0014.04,0122.02.0014,No,No
0122.02.0014.05,0122.02.0014,No,No
0122.02.0014.06,0122.02.0014,No,No
0122.02.0014.07,0122.02.0014,No,No
0122.02.0014.08,0122.02.0014,No,No
0122.02.0014.09,0122.02.0014,No,No
0122.02.0014.10,0122.02.0014,No,No
0122.02.0014.11,0122.02.0014,No,No
0122.02.0014.12,0122.02.0014,No,No
0122.02.0014.13,0122.02.0014,No,No
0122.02.0014.14,0122.02.0014,No,No
0122.02.0014.15,0122.02.0014,No,No
0122.02.0014.16,0122.02.0014,No,No
0122.02.0014.17,0122.02.0014,No,No
0122.02.0014.18,0122.02.0014,No,No
0122.02.0014.19,0122.02.0014,No,No
0122.02.0014.20,0122.02.0014,No,No
0122.02.0015.01,0122.02.0015,No,No
0122.02.0015.02,0122.02.0015,No,No
0122.02.0015.03,0122.02.0015,No,No
0122.02.0015.04,0122.02.0015,No,No
0122.02.0015.05,0122.02.0015,No,No
0122.02.0015.06,0122.02.0015,No,No
0122.02.0015.07,0122.02.0015,No,No
0122.02.0015.08,0122.02.0015,No,No
0122.02.0015.09,0122.02.0015,No,No
0122.02.0015.10,0122.02.0015,No,No
0122.02.0015.11,0122.02.0015,No,No
0122.02.0015.12,0122.02.0015,No,No
0122.02.0015.13,0122.02.0015,No,No
0122.02.0015.14,0122.02.0015,No,No
0122.02.0015.15,0122.02.0015,No,No
0122.02.0015.16,0122.02.0015,No,No
0122.02.0015.17,0122.02.0015,No,No
0122.02.0015.18,0122.02.0015,No,No
0122.02.0015.19,0122.02.0015,No,No
0122.02.0015.20,0122.02.0015,No,No
0122.02.0016.01,0122.02.0016,No,No
0122.02.0016.02,0122.02.0016,No,No
0122.02.0016.03,0122.02.0016,No,No
0122.02.0016.04,0122.02.0016,No,No
0122.02.0016.05,0122.02.0016,No,No
0122.02.0016.06,0122.02.0016,No,No
0122.02.0016.07,0122.02.0016,No,No
0122.02.0016.08,0122.02.0016,No,No
0122.02.0016.09,0122.02.0016,No,No
0122.02.0016.10,0122.02.0016,No,No
0122.02.0016.11,0122.02.0016,No,No
0122.02.0016.12,0122.02.0016,No,No
0122.02.0016.13,0122.02.0016,No,No
0122.02.0016.14,0122.02.0016,No,No
0122.02.0016.15,0122.02.0016,No,No
0122.02.0016.16,0122.02.0016,No,No
0122.02.0016.17,0122.02.0016,No,No
0122.02.0016.18,0122.02.0016,No,No
0122.02.0016.19,0122.02.0016,No,No
0122.02.0016.20,0122.02.0016,No,No
0122.02.0017.01,0122.02.0017,No,No
0122.02.0017.02,0122.02.0017,No,No
0122.02.0017.03,0122.02.0017,No,No
0122.02.0017.04,0122.02.0017,No,No
0122.02.0017.05,0122.02.0017,No,No
0122.02.0017.06,0122.02.0017,No,No
0122.02.0017.07,0122.02.0017,No,No
0122.02.0017.08,0122.02.0017,No,No
0122.02.0017.09,0122.02.0017,No,No
0122.02.0017.10,0122.02.0017,No,No
0122.02.0017.11,0122.02.0017,No,No
0122.02.0017.12,0122.02.0017,No,No
0122.02.0017.13,0122.02.0017,No,No
0122.02.0017.14,0122.02.0017,No,No
0122.02.0017.15,0122.02.0017,No,No
0122.02.0017.16,0122.02.0017,No,No
0122.02.0017.17,0122.02.0017,No,No
0122.02.0017.18,0122.02.0017,No,No
0122.02.0017.19,0122.02.0017,No,No
0122.02.0017.20,0122.02.0017,No,No
0122.02.0018.01,0122.02.0018,No,No
0122.02.0018.02,0122.02.0018,No,No
0122.02.0018.03,0122.02.0018,No,No
0122.02.0018.04,0122.02.0018,No,No
0122.02.0018.05,0122.02.0018,No,No
0122.02.0018.06,0122.02.0018,No,No
0122.02.0018.07,0122.02.0018,No,No
0122.02.0018.08,0122.02.0018,No,No
0122.02.0018.09,0122.02.0018,No,No
0122.02.0018.10,0122.02.0018,No,No
0122.02.0018.11,0122.02.0018,No,No
0122.02.0018.12,0122.02.0018,No,No
0122.02.0018.13,0122.02.0018,No,No
0122.02.0018.14,0122.02.0018,No,No
0122.02.0018.15,0122.02.0018,No,No
0122.02.0018.16,0122.02.0018,No,No
0122.02.0018.17,0122.02.0018,No,No
0122.02.0018.18,0122.02.0018,No,No
0122.02.0018.19,0122.02.0018,No,No
0122.02.0018.20,0122.02.0018,No,No
0122.02.0019.01,0122.02.0019,No,No
0122.02.0019.02,0122.02.0019,No,No
0122.02.0019.03,0122.02.0019,No,No
0122.02.0019.04,0122.02.0019,No,No
0122.02.0019.05,0122.02.0019,No,No
0122.02.0019.06,0122.02.0019,No,No
0122.02.0019.07,0122.02.0019,No,No
0122.02.0019.08,0122.02.0019,No,No
0122.02.0019.09,0122.02.0019,No,No
0122.02.0019.10,0122.02.0019,No,No
0122.02.0019.11,0122.02.0019,No,No
0122.02.0019.12,0122.02.0019,No,No
0122.02.0019.13,0122.02.0019,No,No
0122.02.0019.14,0122.02.0019,No,No
0122.02.0019.15,0122.02.0019,No,No
0122.02.0019.16,0122.02.0019,No,No
0122.02.0019.17,0122.02.0019,No,No
0122.02.0019.18,0122.02.0019,No,No
0122.02.0019.19,0122.02.0019,No,No
0122.02.0020.01,0122.02.0020,No,No
0122.02.0020.02,0122.02.0020,No,No
0122.02.0020.03,0122.02.0020,No,No
0122.02.0020.04,0122.02.0020,No,No
0122.02.0020.05,0122.02.0020,No,No
0122.02.0020.06,0122.02.0020,No,No
0122.02.0020.07,0122.02.0020,No,No
0122.02.0020.08,0122.02.0020,No,No
0122.02.0020.09,0122.02.0020,No,No
0122.02.0020.10,0122.02.0020,No,No
0122.02.0020.11,0122.02.0020,No,No
0122.02.0020.12,0122.02.0020,No,No
0122.02.0020.13,0122.02.0020,No,No
0122.02.0020.14,0122.02.0020,No,No
0122.02.0021.01,0122.02.0021,No,No
0122.02.0021.02,0122.02.0021,No,No
0122.02.0021.03,0122.02.0021,No,No
0122.02.0021.04,0122.02.0021,No,No
0122.02.0021.05,0122.02.0021,No,No
0122.02.0021.06,0122.02.0021,No,No
0122.02.0021.07,0122.02.0021,No,No
0122.02.0021.08,0122.02.0021,No,No
0122.02.0021.09,0122.02.0021,No,No
0122.02.0021.10,0122.02.0021,No,No
0122.02.0021.11,0122.02.0021,No,No
0122.02.0021.12,0122.02.0021,No,No
0122.02.0021.13,0122.02.0021,No,No
0122.02.0021.14,0122.02.0021,No,No
0122.02.0021.15,0122.02.0021,No,No
0122.02.0021.16,0122.02.0021,No,No
0122.02.0021.17,0122.02.0021,No,No
0122.02.0021.18,0122.02.0021,No,No
0122.02.0021.19,0122.02.0021,No,No
0122.02.0021.20,0122.02.0021,No,No
0122.02.0021.21,0122.02.0021,No,No
0122.02.0021.22,0122.02.0021,No,No
0122.02.0021.23,0122.02.0021,No,No
0122.02.0021.24,0122.02.0021,No,No
0122.02.0022.01,0122.02.0022,No,No
0122.02.0022.02,0122.02.0022,No,No
0122.02.0022.03,0122.02.0022,No,No
0122.02.0022.04,0122.02.0022,No,No
0122.02.0022.05,0122.02.0022,No,No
0122.02.0022.06,0122.02.0022,No,No
0122.02.0022.07,0122.02.0022,No,No
0122.02.0022.08,0122.02.0022,No,No
0122.02.0022.09,0122.02.0022,No,No
0122.02.0022.10,0122.02.0022,No,No
0122.02.0022.11,0122.02.0022,No,No
0122.02.0022.12,0122.02.0022,No,No
0122.02.0022.13,0122.02.0022,No,No
0122.02.0022.14,0122.02.0022,No,No
0122.02.0022.15,0122.02.0022,No,No
0122.02.0022.16,0122.02.0022,No,No
0122.02.0022.17,0122.02.0022,No,No
0122.02.0022.18,0122.02.0022,No,No
0122.02.0022.19,0122.02.0022,No,No
0122.02.0022.20,0122.02.0022,No,No
0122.02.0022.21,0122.02.0022,No,No
0122.02.0022.22,0122.02.0022,No,No
0122.02.0022.23,0122.02.0022,No,No
0122.02.0022.24,0122.02.0022,No,No
0122.02.0022.25,0122.02.0022,No,No
0122.02.0023.01,0122.02.0023,No,No
0122.02.0023.02,0122.02.0023,No,No
0122.02.0023.03,0122.02.0023,No,No
0122.02.0023.04,0122.02.0023,No,No
0122.02.0023.05,0122.02.0023,No,No
0122.02.0023.06,0122.02.0023,No,No
0122.02.0023.07,0122.02.0023,No,No
0122.02.0023.08,0122.02.0023,No,No
0122.02.0023.09,0122.02.0023,No,No
0122.02.0023.10,0122.02.0023,No,No
0122.02.0023.11,0122.02.0023,No,No
0122.02.0023.12,0122.02.0023,No,No
0122.02.0023.13,0122.02.0023,No,No
0122.02.0023.14,0122.02.0023,No,No
0122.02.0023.15,0122.02.0023,No,No
0122.02.0023.16,0122.02.0023,No,No
0122.02.0023.17,0122.02.0023,No,No
0122.02.0023.18,0122.02.0023,No,No
0122.02.0023.19,0122.02.0023,No,No
0122.02.0023.20,0122.02.0023,No,No
0122.02.0023.21,0122.02.0023,No,No
0122.02.0023.22,0122.02.0023,No,No
0122.02.0023.23,0122.02.0023,No,No
0122.02.0023.24,0122.02.0023,No,No
0122.02.0024.01,0122.02.0024,No,No
0122.02.0024.02,0122.02.0024,No,No
0122.02.0024.03,0122.02.0024,No,No
0122.02.0024.04,0122.02.0024,No,No
0122.02.0024.05,0122.02.0024,No,No
0122.02.0024.06,0122.02.0024,No,No
0122.02.0024.07,0122.02.0024,No,No
0122.02.0024.08,0122.02.0024,No,No
0122.02.0024.09,0122.02.0024,No,No
0122.02.0024.10,0122.02.0024,No,No
0122.02.0024.11,0122.02.0024,No,No
0122.02.0024.12,0122.02.0024,No,No
0122.02.0024.13,0122.02.0024,No,No
0122.02.0024.14,0122.02.0024,No,No
0122.02.0024.15,0122.02.0024,No,No
0122.02.0024.16,0122.02.0024,No,No
0122.02.0024.17,0122.02.0024,No,No
0122.02.0024.18,0122.02.0024,No,No
0122.02.0024.19,0122.02.0024,No,No
0122.02.0024.20,0122.02.0024,No,No
0122.02.0024.21,0122.02.0024,No,No
0122.02.0024.22,0122.02.0024,No,No
0122.02.0024.23,0122.02.0024,No,No
0122.02.0025.01,0122.02.0025,No,No
0122.02.0025.02,0122.02.0025,No,No
0122.02.0025.03,0122.02.0025,No,No
0122.02.0025.04,0122.02.0025,No,No
0122.02.0025.05,0122.02.0025,No,No
0122.02.0025.06,0122.02.0025,No,No
0122.02.0025.07,0122.02.0025,No,No
0122.02.0025.08,0122.02.0025,No,No
0122.02.0025.09,0122.02.0025,No,No
0122.02.0025.10,0122.02.0025,No,No
0122.02.0025.11,0122.02.0025,No,No
0122.02.0026.01,0122.02.0026,No,No
0122.02.0026.010,0122.02.0026,No,No
0122.02.0026.011,0122.02.0026,No,No
0122.02.0026.012,0122.02.0026,No,No
0122.02.0026.02,0122.02.0026,No,No
0122.02.0026.03,0122.02.0026,No,No
